
glory_hound_desc;[Root.getStanceDescGlor];Le conseiller chercheur de gloire poussera toujours le pays à développer sa gloire au moyen d'actes prestigieux. Il s'opposera ainsi à l'attaque de voisins faibles, mais ne sera pas regardant quant aux raisons pour des cibles plus puissantes susceptibles de renforcer le pays. Il préfère par ailleurs un pouvoir fort et centralisé.;Ein Ruhmessüchtiger als Ratsherr unterstützt prestigeträchtige Maßnahmen. Er wird sich gegen Angriffe auf schwächere Herrscher stellen. Bei Kriegen gegen stärkere Gegner ist ihm jeder Kriegsgrund recht, solange sich dadurch die Macht des Reiches vergrößern lässt. Solche Ratsherrn bevorzugen ein starkes und zentralisiertes Reich.;;El consejero Sediento de Gloria siempre presionará para que el Reino realice actos prestigiosos por gloria. Se opone a atacar a vecinos débiles, pero contra oponentes mayores, no le importa mucho el motivo de la guerra mientras aumente el poder del Reino. Esta clase de consejero prefiere un reino fuerte y centralizado.;;;;;;;;;x
loyalist_desc;[Root.getStanceDescRoya];Le conseiller pragmatique cherchera toujours à rencontrer le moins de résistance possible lorsqu'il s'agit de renforcer le pays et augmenter son propre pouvoir. Il est susceptible d'accepter des guerres visant à reconquérir des terres de jure ou des comtés partageant la culture du seigneur lige, ou simplement contre des adversaires faibles. Par ailleurs, il s'opposera à l'avènement d'autres vassaux puissants au sein du pays et soutiendra la révocation de ceux déjà en place.;Ein Pragmatiker als Ratsherr sucht in der Politik den Weg des geringsten Widerstands. Er spricht sich für Kriege zur Rückgewinnung von De-jure-Gebieten oder kulturell gleichartigen Provinzen aus. Auch Kriegen gegen schwächere Gegner stimmt er zu. Aktionen, die zur Stärkung mächtiger Vasallen führen, wird er nicht gutheißen. Besonders mächtigen Vasallen Titel zu entziehen, findet seine Zustimmung.;;Un consejero Pragmático busca el camino con la menor resistencia para aumentar el poder en el reino y para sí mismo. Se inclina a apoyar guerras para reclamar tierras de-jure o provincias con la cultura del gobernante. También puede apoyar guerras contra oponentes débiles. El consejero se opondrá a la creación de otros vasallos fuertes en el reino y apoyará revocar títulos a vasallos ya poderosos.;;;;;;;;;x

executionist_desc;Populists favor both a strong king and a strong Congress. They seek to limit the abuses of powerful landed vassals and force them to follow the laws passed by the Congress, and belief that a strong monarch is the best way to achieve that goal.;Le conseiller pragmatique cherchera toujours à rencontrer le moins de résistance possible lorsqu'il s'agit de renforcer le pays et augmenter son propre pouvoir. Il est susceptible d'accepter des guerres visant à reconquérir des terres de jure ou des comtés partageant la culture du seigneur lige, ou simplement contre des adversaires faibles. Par ailleurs, il s'opposera à l'avènement d'autres vassaux puissants au sein du pays et soutiendra la révocation de ceux déjà en place.;Ein Pragmatiker als Ratsherr sucht in der Politik den Weg des geringsten Widerstands. Er spricht sich für Kriege zur Rückgewinnung von De-jure-Gebieten oder kulturell gleichartigen Provinzen aus. Auch Kriegen gegen schwächere Gegner stimmt er zu. Aktionen, die zur Stärkung mächtiger Vasallen führen, wird er nicht gutheißen. Besonders mächtigen Vasallen Titel zu entziehen, findet seine Zustimmung.;;Un consejero Pragmático busca el camino con la menor resistencia para aumentar el poder en el reino y para sí mismo. Se inclina a apoyar guerras para reclamar tierras de-jure o provincias con la cultura del gobernante. También puede apoyar guerras contra oponentes débiles. El consejero se opondrá a la creación de otros vasallos fuertes en el reino y apoyará revocar títulos a vasallos ya poderosos.;;;;;;;;;x
magnate_desc;Magnates form a voting bloc of your most powerful vassals, and is more a loose association of them in favor of a more traditional feudal break down of power with a weak federal legislature allowing them free hand to run their own land.;Le conseiller chercheur de gloire poussera toujours le pays à développer sa gloire au moyen d'actes prestigieux. Il s'opposera ainsi à l'attaque de voisins faibles, mais ne sera pas regardant quant aux raisons pour des cibles plus puissantes susceptibles de renforcer le pays. Il préfère par ailleurs un pouvoir fort et centralisé.;Ein Ruhmessüchtiger als Ratsherr unterstützt prestigeträchtige Maßnahmen. Er wird sich gegen Angriffe auf schwächere Herrscher stellen. Bei Kriegen gegen stärkere Gegner ist ihm jeder Kriegsgrund recht, solange sich dadurch die Macht des Reiches vergrößern lässt. Solche Ratsherrn bevorzugen ein starkes und zentralisiertes Reich.;;El consejero Sediento de Gloria siempre presionará para que el Reino realice actos prestigiosos por gloria. Se opone a atacar a vecinos débiles, pero contra oponentes mayores, no le importa mucho el motivo de la guerra mientras aumente el poder del Reino. Esta clase de consejero prefiere un reino fuerte y centralizado.;;;;;;;;;x
royalist_desc;A Royalist councilor will generally be a faithful servant to the ruler. They will support their liege in all actions except those that will directly decrease their own power.;Le conseiller loyaliste est loyal au seigneur lige, sauf lorsque les actions de ce dernier ont pour effet de réduire son propre pouvoir.;Ein Loyalist ist als Ratsherr dafür bekannt, seinem Lehnsherrn zur Seite zu stehen. Ein loyaler Ratsherr wird seinen Lehnsherrn überall unterstützen, nur bei der eigenen Absetzung nicht.;;Un consejero Fiel es conocido por su indiscutible lealtad hacia el señor del reino. Un consejero Fiel apoyará al consejero de señor en todas las acciones, excepto aquellas que le quiten directamente poder.;;;;;;;;;x
true_pragmatist_desc;A Pragmatist councilor will always aim for the path of least resistance when it comes to strengthening the realm and gaining power for themselves. They are inclined to support wars for reclaiming of de-jure land or counties with the ruler's culture. They might also support wars against weak opponents. This councilor will oppose the creation of other strong vassals in the realm and will support the revoking of titles from already powerful vassals.;Le conseiller pragmatique cherchera toujours à rencontrer le moins de résistance possible lorsqu'il s'agit de renforcer le pays et augmenter son propre pouvoir. Il est susceptible d'accepter des guerres visant à reconquérir des terres de jure ou des comtés partageant la culture du seigneur lige, ou simplement contre des adversaires faibles. Par ailleurs, il s'opposera à l'avènement d'autres vassaux puissants au sein du pays et soutiendra la révocation de ceux déjà en place.;Ein Pragmatiker als Ratsherr sucht in der Politik den Weg des geringsten Widerstands. Er spricht sich für Kriege zur Rückgewinnung von De-jure-Gebieten oder kulturell gleichartigen Provinzen aus. Auch Kriegen gegen schwächere Gegner stimmt er zu. Aktionen, die zur Stärkung mächtiger Vasallen führen, wird er nicht gutheißen. Besonders mächtigen Vasallen Titel zu entziehen, findet seine Zustimmung.;;Un consejero Pragmático busca el camino con la menor resistencia para aumentar el poder en el reino y para sí mismo. Se inclina a apoyar guerras para reclamar tierras de-jure o provincias con la cultura del gobernante. También puede apoyar guerras contra oponentes débiles. El consejero se opondrá a la creación de otros vasallos fuertes en el reino y apoyará revocar títulos a vasallos ya poderosos.;;;;;;;;;x
true_glory_hound_desc;A Glory Hound councilor will always push for the realm to make prestigious advances for glory. They will oppose attacking weak neighbors, but against more powerful opponents they will not care much for the reason of the war as long as it will strengthen the realm. This councilor also prefers a strong and centralized realm.;Le conseiller chercheur de gloire poussera toujours le pays à développer sa gloire au moyen d'actes prestigieux. Il s'opposera ainsi à l'attaque de voisins faibles, mais ne sera pas regardant quant aux raisons pour des cibles plus puissantes susceptibles de renforcer le pays. Il préfère par ailleurs un pouvoir fort et centralisé.;Ein Ruhmessüchtiger als Ratsherr unterstützt prestigeträchtige Maßnahmen. Er wird sich gegen Angriffe auf schwächere Herrscher stellen. Bei Kriegen gegen stärkere Gegner ist ihm jeder Kriegsgrund recht, solange sich dadurch die Macht des Reiches vergrößern lässt. Solche Ratsherrn bevorzugen ein starkes und zentralisiertes Reich.;;El consejero Sediento de Gloria siempre presionará para que el Reino realice actos prestigiosos por gloria. Se opone a atacar a vecinos débiles, pero contra oponentes mayores, no le importa mucho el motivo de la guerra mientras aumente el poder del Reino. Esta clase de consejero prefiere un reino fuerte y centralizado.;;;;;;;;;x
true_loyalist_desc;A Loyalist councilor will generally be a faithful servant to the ruler. They will support their liege in all actions except those that will directly decrease their own power.;Le conseiller loyaliste est loyal au seigneur lige, sauf lorsque les actions de ce dernier ont pour effet de réduire son propre pouvoir.;Ein Loyalist ist als Ratsherr dafür bekannt, seinem Lehnsherrn zur Seite zu stehen. Ein loyaler Ratsherr wird seinen Lehnsherrn überall unterstützen, nur bei der eigenen Absetzung nicht.;;Un consejero Fiel es conocido por su indiscutible lealtad hacia el señor del reino. Un consejero Fiel apoyará al consejero de señor en todas las acciones, excepto aquellas que le quiten directamente poder.;;;;;;;;;x

range_assembly;Noble Assembly;Noble Assembly;Noble Assembly;;Noble Assembly;;;;;;;;;x
range_assembly_desc;With its expanded noble class ORF realms rely on representation to unite their fractious influence into a coherent realm.;Noble Assembly;Noble Assembly;;Noble Assembly;;;;;;;;;x
range_assembly_law_0;Informal Assembly;Informal Assembly;Informal Assembly;;Informal Assembly;;;;;;;;;x
range_assembly_law_0_desc;Informal Assemblies are common in the great plains, most have a legitimate influence of the laws of their realm;Informal Assembly;Informal Assembly;;Informal Assembly;;;;;;;;;x
range_assembly_law_1;Noble Senate;Noble Senate;Noble Senate;;Noble Senate;;;;;;;;;x
range_assembly_law_1_desc;Formalized and given a hall what once was an ad hoc assembly of notable nobles is transformed into a senate organized to govern.;Noble Senate;Noble Senate;;Noble Senate;;;;;;;;;x
range_assembly_law_2;Empowered Chamber of Deputies;Empowered Chamber of Deputies;Empowered Chamber of Deputies;;Empowered Chamber of Deputies;;;;;;;;;x
range_assembly_law_2_desc;older than the event itself a two house congress is the most common form of forum in the plains. In most realms the senate is an extension of the power of the vassals, but for realms seeking ancient legitimacy or swept up in radical ideas an empowered chamber of deputies begins to seize the power to control legislation and institutions.;Empowered Chamber of Deputies;Empowered Chamber of Deputies;;Empowered Chamber of Deputies;;;;;;;;;x

