#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x  
  
###########Bookmarks###########  
  
OAXACA;Oaxaca;;;;;;;;;;;;;x  
SIERRA_MADRE;Reino Eterno del Norte;;;;;;;;;;;;;x  
BAJA_CALIFORNIA;Las Bajas;;;;;;;;;;;;;x  
  
#these are for accent marks and getting rid of overuse of de in Spanish surnames  
ERA_CHAR_NAME_GASTON;Gastón Caballero;;;;;;;;;;;;;x  
ERA_CHAR_INFO_1910000;King Gastón of las Bajas is one of the few truly great rulers left in California. Although his personal habits leave something to be desired, nobody can deny that Gastón is one of the strongest and most skilled warriors in all of California. As the Empire of California continues its slow decline, Gastón finds himself in a unique position. Will Gaston be content with his current title, or will he shed his hedonism and use his unique gifts to aim for something... greater?;;;;;;;;;;;;;x
  
###########Cultures###########  
 
tapatio;Tapatío;;;;;;;;;;;;;x  
  
  
mekatelyu;Mekatelyu;;;;;;;;;;;;;x  
mekatelyu_opinion;[mekatelyu.GetName] Opinion;;;;;;;;;;;;;x 
  
nicoyano;Nicoyano;;;;;;;;;;;;;x  
nicoyano_opinion;[nicoyano.GetName] Opinion;;;;;;;;;;;;;x 
 
trifinio;Trifinio;;;;;;;;;;;;;x  
trifinio_opinion;[trifinio.GetName] Opinion;;;;;;;;;;;;;x   
  
chinantec;Chinanteco;;;;;;;;;;;;;x  
chinantec_opinion;[chinantec.GetName] Opinion;;;;;;;;;;;;;x  
 
altiplanense;Altiplanense;;;;;;;;;;;;;x 
altiplanense_opinion;[altiplanense.GetName] Opinion;;;;;;;;;;;;;x   
   
choyero;Choyero;;;;;;;;;;;;;x  
choyero_opinion;[choyero.GetName] Opinion;;;;;;;;;;;;;x  
  
occidental;Occidental;;;;;;;;;;;;;x  
occidental_opinion;[occidental.GetName] Opinion;;;;;;;;;;;;;x  
  
yaqui;Yaqui;;;;;;;;;;;;;x  
yaqui_opinion;[yaqui.GetName] Opinion;;;;;;;;;;;;;x  
  
abajeno;Abajeño;;;;;;;;;;;;;x  
abajeno_opinion;[abajeno.GetName] Opinion;;;;;;;;;;;;;x  
  
bravo;Bravo;;;;;;;;;;;;;x  
bravo_opinion;[bravo.GetName] Opinion;;;;;;;;;;;;;x  
  
menomex;Menomex;;;;;;;;;;;;;x  
menomex_opinion;[menomex.GetName] Opinion;;;;;;;;;;;;;x  
  
taracahita;Taracahíta;;;;;;;;;;;;;x  
taracahita_opinion;[taracahita.GetGroupName] Opinion;;;;;;;;;;;;;x  
  
norteno;Norteño;;;;;;;;;;;;;x  
norteno_opinion;[norteno.GetGroupName] Opinion;;;;;;;;;;;;;x  
  
norteno_FEATURES;[GetIberianFeatures];[GetIberianFeatures];[GetIberianFeatures];;[GetIberianFeatures];;;;;x  
  
###########Religions###########  
  
fidencista;Fidencista;;;;;;;;;;;;;x  
fidencista_DESC;In the cult of "el Niño Fidencio" follow a pantheon of quasi-deities derived from Catholic saints and heroes of the past, who are ultimately subservient to God but powerful in their own right. These entities are called upon for guidance and can be communed with through ritualistic means, but the most faithful heirs to "el Niñito" can allow themselves to become possessed by the saints to perform miracles and act as a conduit to allow the divine to directly influence the world.;;;;;;;;;;;;;x  
fidencista_FEATURES;§Y*§!Homosexual Fidencistas are allowed to marry other homosexual characters.\n§Y*§! Kings and emperors are expected to become "Cajitas" - Those who play host to the most revered spirits.;;;;;;;;;;;;;x 
  
sacred_heart;Sagrado Corazón;;;;;;;;;;;;;x  
sacred_heart_DESC;The "Missionaries of the Sacred Heart" combine traditions of the old Catholic church with an eagerness to incorporate local traditions and saints into the faith - even going as far as to elevate the angel of death to a quasi-deity. While this adaptability has allowed the religion to quickly take root in the religious chaos of Mexico", it has caused great divergence from the other Catholic splinter churches who now regard the faithful as polytheistic heathens.;;;;;;;;;;;;;x
sacred_heart_FEATURES;§Y*§!Homosexual followers of the Sagrado Corazón are allowed to marry other homosexual characters. \n§Y*§! May experience visions of the Blessed Virgin called Marian Apparitions.\n§Y*§! La Santa Muerte demands respect for the dead and can be called on to help exact revenge.;;;;;;;;;;;;;x  
  
cristo_rey;Cristo Rey;;;;;;;;;;;;;x  
cristo_rey_DESC;The Prelature of Cristo Rey - Christ the king - was organized to hold the splintering Church in Mexico together in the face of heathenry. In time, the Prelature filled the void of a strong church leadership and assumed de-facto control of the ordinal functions of the Catholic Church of Mexico, declaring the other Catholic successor churches heretical farces. In the absence of what they see as a legitimate pope, the Cristeros have elevated their Prelado - or Prelate - to a position of steward of the church who assumes many of the sacred duties of the Pope.;;;;;;;;;;;;;x
cristo_rey_FEATURES;§Y*§!May declare Crusades known as Cristiadas within the borders of Old Mexico\n§Y*§! May experience visions of the Blessed Virgin called Marian Apparitions.\n§Y*§! May expend Piety to raise units of zealots during a war\n§Y*§!;;;;;;;;;;;;;x  
reformista;Reformista;;;;;;;;;;;;;x  
reformista_DESC;In the religious turmoil of the Mexican empire some emperors wished to exercise direct control over the church, these so called ?reformistas? wish to push liberalizing reforms and reduce the power of the church and subordinate it to secular powers such as when Benemérito Jose Elias attempted claiming that "The fate of men's souls is far too important decided by effeminate priests and bishops. The affairs of the state are above the affairs of the so-called spirit.;;;;;;;;;;;;;x
  
purificador;Purificador;;;;;;;;;;;;;x  
purificador_DESC;Purificadores - Purifiers - are a loosely organized christian doctrine that has its roots in pentecostal missions established not long before the Event. They believe that the faith's arrival to Central America was the first seal of the Apocalypse being broken. Such is their eschatology, that they identify even their fellow Christians as the prophesied Whore of Babylon. Their fundamentalist views on the Bible make them reject all other faiths as idolatrous and satanic, and they are willing to make them see their error, by force if needed - For those who are taken into the family of God, shall be gifted.;;;;;;;;;;;;;x 
  
penitente;Penitente;;;;;;;;;;;;;x  
penitente_DESC;Penitentes - Penitents - are so called because they believe that after the Event, the world was given a second chance at redemption - which must be atoned for with sorrowful and extenuant rituals that were once reserved for the holiest of weeks - as now every week must be Holy. The Penance that must be performed can be as little as praying, face to the floor, to being honored pallbearers of enormous images from the Passion of Christ. These traditions make them a disciplined people, capable of doing anything for their brothers in sacrifice.;;;;;;;;;;;;;x 
 
moravian;Unitas Fratrum;;;;;;;;;;;;x 
moravian_DESC;Unitas Fratrum, or "Unity of the Brethren"," is a Christian church whose message of reformation and unity quickly took root in Central America in the wake of the Event. The Unitas Fratrum, who owes its origin in Central America to ancient missions in La Moskitia, cherishes its unity as a valuable treasure entrusted to it by the Lord as it represents the oneness of all humankind in the Body of Christ. Therefore the ecumenical movement is of its very lifeblood - permitting the incorporation of many traditions and structures  with its middle-ground theology under the guidance of the Church. For a millennia, it has pointed towards the unity of the scattered children of God that they may become one in their Lord.;;;;;;;;;;;;x
 
navegante;Navegante;;;;;;;;;;;;;x 
navegante_DESC;Navigants believe those who are brave, those who are patient, are blessed by the sea. Legends warn of the dangers and curses beneath the rolling waves, our Saviour and Provider calls us to walk over the waters to his grace so he may gift us our daily Manna of the Sea.;;;;;;;;;;;;;x
 
mesoamerican_gods;Indigenous Mexican;;;;;;;;;;;;;x 
 
mictlantec;Mictlanteca;;;;;;;;;;;;;x 
mictlantec_DESC;Mictlanteca is a continuation of ancient indigenous traditions and maintains that the keeper of the underworld had mercy after the complete destruction of Humanity in the previous cycle and guided them back to the land of the living. According to the Mictlantecos, the destruction of the last cycle was the result of the neglect and abandonment of sacrifice to spiritual entities known as dueños" - the true "owners" of the land who dwell in the hills", springs, caves, and other natural features that dot the landscape. The Mictlantecos believe that the equilibrium of life requires death and that a regular practice of the ancient sacrifices and rituals is necessary to maintain the balance of the world.;;;;;;;;;;;;;x  
mictlantec_FEATURES;§Y*§!La Santísima demands respect for the dead and can be called on to help exact revenge. \n§Y*§! May go on vision quests with the aid of sacramental herbs.\n§Y*§! Mictlantecos may sacrifice animals to the dueños.;;;;;;;;;;;;;x ;§Y*§! Mictlanteca counties are hard to convert.;;;;;;;;;;;;;x  
  
sol_invicta;Sol Invicto;;;;;;;;;;;;;x  
sol_invicta_DESC;Sol Invictistas believe that at the end of the second era, the Serpent covered the world in darkness and chaos. To combat this evil, the Sun clothed his wife, the Moon, in his fiery raiment as she gave birth to a son who would be sent to vanquish the evil. Like the instruction and final great sacrifice of the second Messiah, the Messiah of the third era, the Son of the Sun, devoted his life to creating the Seven Seals and rituals that trap the Serpent in the underworld and keep the darkness at bay. As successor of this final Messiah, the Gran Hijo del Sol and his Guardians must keep ever viligant and maintain the seals through proper worship of God the Sun, the Sol Invicto, lest the Serpent return.;;;;;;;;;;;;;x,,
sol_invicta_FEATURES;§Y*§! The Gran Hijo del Sol is elected using the same mechanics as the Pope. \n§Y*§! Adherents can devote themselves to of one of three specific messiah-patrons.;;;;;;;;;;;;;x  
  
lamanita;Lamanita;;;;;;;;;;;;x 
lamanita_DESC;The history of the Latter Day Saints in Central America began not long before the Event, as Elder missionaries came to preach the message of Prophet Joseph Smith to the Lamanites. They believe the events described in the Book of Mormon happened in Central America, the faith then venerates ancestors and exalted figures who were mistaken as gods in the past. An ancient prophecy holds that the Lamanites 'shall blossom as a rose', and they are keen to see its fulfillment in these very times.;;;;;;;;;;;;x
furiegi;Furiegi;;;;;;;;;;;;x 
furiegi_DESC;Furiegi - the Prayers - are the ancestral beliefs of the Garifuna, in syncretism with Mormon theology developed from missionary work. Differing from the Lamanite Church in structure and practice, with a priority on traditional matriarchal authority, and a purely ritual use of alcohol..;;;;;;;;;;;;x
 
  
PREFERATI_SOL;Jefe Supremo;;;;;;;;;;;;;x  
PREFERATI_SOL_TOOLTIP;The Jefe Supremo of the Seven Seals is the Jefe next in line to become the Gran Hijo del Sol;;;;;;;;;;;;;x  
COLLEGE_OF_CARDINALS_SOL;La Cúpula Pontificia.;;;;;;;;;;;;;x  
title_sol_cardinal;Jefe of the Seven Seals;;;;;;;;;;;;;x  
POPE_SOL_INVICTO;Gran Hijo del Sol;;;;;;;;;;;;;x  
  
k_hijo_del_sol;Gran Hijo del Sol;;;;;;;;;x  
k_hijo_del_sol_adj;Solar;;;;;;;;;x  
  
expected_next_title_sol_cardinal;Next Expected Jefe;;;;;;;;;;;;;x  
expected_next_title_sol_cardinal_tooltip;This Guardian is probably next in line for an Jefatura when one becomes available.;;;;;;;;;;;;;x  
best_candidate_title_sol_cardinal;My Best Jefe Candidate;;;;;;;;;;;;;x  
best_candidate_title_sol_cardinal_tooltip;Of all the Guardians in my realm, this one is the likeliest to get called as a Jefe of the Seven Seals.;;;;;;;;;;;;;x
  
d_cristo_rey;Prelatura de Cristo Rey;;;;;;;;;;;;;x  
d_reformista;Ministerio de la Reforma;;;;;;;;;;;;;x  
string_reconquista_feature;§Y*§! Can prepare campaigns to §YReconquer Mexico§!, if §YMictlanteca§! and inside the de jure Empire of Mexico.;;;;;;;;;;;;x
 
d_sagrado_corazon;Santa Sede Mequis;;;;;;;;;;;;;x 
 
d_penitente;Cofradía de los Penitentes;;;;;;;;;;;;;x  
d_moravian;Sínodo de Unidad;;;;;;;;;;;;;x  
b_rama_NI;Bluefields;;;;;;;;;;;;;x  
  
d_navegante;Iglesia de los Navegantes;;;;;;;;;;;;;x 
###########Bloodlines###########  
  
tizon;Fiery Blood of el Tizón;;;;;;;;;;;;;x  
tizon_desc;With a sword in hand and faith in his heart, Benemérito Wenceslao el Tizón led the Empire of Mexico to its apex, with the hand of Blessed Virgin guiding his every action. After his decisive battle with Maximiliano II Jaurégui near Toluca he legitimized the Sagrado Corazón Faith.;;;;;;;;;;;;;x 
  
salazar;Blood of Israel;;;;;;;;;;;;;x  
salazar_desc;This former Captain General of Yucatán shocked Mexico by suddenly converting to Neomayanism and joining the plan to declare independence from the Mexican Empire.;;;;;;;;;;;;;x  
  
jacaranda;Jacaranda Blood;;;;;;;;;;;;;x  
jacaranda_desc;The venerable blood of the Jacaranda family whose tireless devotion to The Republic, Senate and People of México revitilised through multiple generations the ancient Empire of México City.;;;;;;;;;;;;;x 

lamanita_emperor_male;Pious Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
lamanita_emperor_female;Pious Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
bloodline_desc_lamanita;Like the prophets and great teachers of the faith before [Root.GetFirstName] has fulfilled the ancient prophecies and legends and restored the Lamanites into righteousness with God founding a new holy bloodline.;;;;;;;;;;;;;x
  
###########Nicknames###########  
  
nick_the_cockroach;la Cucaracha;;;;;;;;;;;;x  
nick_dragon_del_desierto;el Dragón del Desierto;;;;;;;;;;;;x  
nick_mascara_de_oro;la Máscara de Oro;;;;;;;;;;;;x  
nick_cuernoverde;Cuerno Verde;;;;;;;;;;;;x  
nick_restaurador_del_mundo;el Restaurador;;;;;;;;;;;;x  
nick_sword_of_curicaueri;the Sword of Curicaueri;;;;;;;;;;;;x  
nick_the_china;the China;;;;;;;;;;;;x  
nick_el_flaco;el Flaco;;;;;;;;;;;;x  
nick_great_fire;Great Fire;;;;;;;;;;;;x  
nick_el_tigre;el Tigre;;;;;;;;;;;;x  
nick_el_protector;el Protector;;;;;;;;;;;;x  
nick_el_soldado;el Soldado;;;;;;;;;;;;x  
nick_the_fox;the Fox;;;;;;;;;;;;x  
nick_el_falso;el Falso;;;;;;;;;;;;x  
nick_el_tizon;el Tizón;;;;;;;;;;;;x  
nick_la_chona;la Chona;;;;;;;;;;;;x  
nick_el_rayo;el Rayo;;;;;;;;;;;;x  
nick_el_invisible;el Invisible;;;;;;;;;;;;x  
nick_el_macisto;el Macisto;;;;;;;;;;;;x  
nick_el_cronista;el Cronista;;;;;;;;;;;;x  
nick_juanito;Juanito;;;;;;;;;;;;x  
nick_el_joven;el Joven;;;;;;;;;;;;x  
nick_el_soberbio;el Soberbio;;;;;;;;;;;;x  
  
###########Other###########  
  
METROPOLI;Metrópoli de;;;;;;;;;;;;;x  
DELEGACION;Delegación de;;;;;;;;;;;;;x  
BASILICA;Basílica de;;;;;;;;;;;;;x  
ALTEZA_FOA;Su Alteza Serenísima;;;;;;;;;;;;;x  
  
luchadore;Luchador;;;;;;;;;;;;x  
  
PRELATE;Prelate;;;;;;;;;;;;x  
CRISTOREY;Rey Católico;;;;;;;;;;;;;x  
CRISTOREINA;Reina Católica;;;;;;;;;;;;;x  
CRISTO_FOA;Your holiness;;;;;;;;;;;;;x  
PRELATE;Prelate;;;;;;;;;;;;x  
SECULAR_FOA;Su excelencia;;;;;;;;;;;;;x  
MINISTRO;Ministro;;;;;;;;;;;;;x  
MINISTRA;Ministra;;;;;;;;;;;;;x  
INCARNATE;Incarnate;;;;;;;;;;;;;x  
INCARNATE_FOA;Your radiance;;;;;;;;;;;;;x  
HERMANO_MAYOR;Hermano Mayor;;;;;;;;;;;;;x  
 
GOD_THE_FISHER_OF_MEN;The Fisher of Men;;;;;;;;;;;;;x  
GOD_ICHTYS;Ichtys;;;;;;;;;;;;;x  
GOD_LIVING_WATER;Living Water;;;;;;;;;;;;;x  
GOD_SALVADOR_GAVIOTA;Salvador Gaviota;;;;;;;;;;;;;x  
GOD_THE_DEVIL;The Devil;;;;;;;;;;;;;x  
GOD_TEMPEST;Tempest;;;;;;;;;;;;;x  
GOD_EL_MECHUDO;El Mechudo;;;;;;;;;;;;;x  
THE_GOSPEL;The Gospel;;;;;;;;;;;;;x  
GREAT_SEER;Great Seer;;;;;;;;;;;;;x  
ARZOBISPO;Arzobispo Primado;;;;;;;;;;;;x  
HIJODELSOL;Gran Hijo del Sol;;;;;;;;;;;;;x  
HIJADELSOL;Gran Hija del Sol;;;;;;;;;;;;;x  
CRISTIADA;;Cristiada;;;;;;;;;;;;;x  
GOD_CRISTOREY;Cristo Rey;;;;;;;;;;;;;x  
GOD_DIOSITO;Diosito;;;;;;;;;;;;;x  
GOD_JESUCRISTO;Jesucristo;;;;;;;;;;;;;x  
GOD_MALINCHE;la Malinche;;;;;;;;;;;;;x  
LA_LLORONA;la Llorona;;;;;;;;;;;;;x  
GOD_LA_SANTISIMA;la Santísima;;;;;;;;;;;;;x  
GOD_SOL_INVICTA;Sol Invicto;;;;;;;;;;;;;x  
GOD_THE_PHARISEES;the Pharisees;;;;;;;;;;;;;x  
GOD_VIRGENCITA;la Virgencita;;;;;;;;;;;;;x  
GOD_NAGUALES;the Naguales;;;;;;;;;;;;;x  
GOD_KISIN;Kisín;;;;;;;;;;;;;x  
EL_DIABLO;el Diablo;;;;;;;;;;;;;x  
EL_CHAMUCO;el Chamuco;;;;;;;;;;;;;x  
GOD_HUEHUETEOTL;Huehueteotl;;;;;;;;;;;;;x  
GOD_THE_TRINITY;the Holy Trinity;;;;;;;;;;;;;x  
GOD_DUENOS;the Dueños;;;;;;;;;;;;;x  
CODICE_XILITLA;Códice Xilitla;;;;;;;;;;;;;x  
GOD_TATAROQUITO;Tata Roquito;;;;;;;;;;;;;x  
GOD_CATRINES;the Catrines;;;;;;;;;;;;;x 
GOD_JONAS;Jonás;;;;;;;;;;;;;x
GOD_DAG_GADOL;Dag Gadol;;;;;;;;;;;;;x
GOD_APOSTLE_PETER;Apóstol Pedro;;;;;;;;;;;;;x
MINISTER;Minister;;;;;;;;;;;;;x  
title_lamanita_cardinal;Apóstol;;;;;;;;;;;;;x  
LAMANITA_PRESIDENT;Primer Elder;;;;;;;;;;;;;x  
title_lamanita_cardinal;Apóstol;;;;;;;;;;;;;x
expected_next_title_lamanita_cardinal;Next Expected Apóstol;;;;;;;;;;;;;x
expected_next_title_lamanita_cardinal_tooltip;This bishop is probably next in line for an Apostleship when one becomes available.;;;;;;;;;;;;;x
best_candidate_title_lamanita_cardinal;My Best Apóstol Candidate;;;;;;;;;;;;;x
best_candidate_title_lamanita_cardinal_tooltip;Of all the bishops in my realm, this one is the likeliest to get called as an Apóstol.;;;;;;;;;;;;;x
FISHER_OF_MEN;Fisher of Men;;;;;;;;;;;;;x  
MORAVIAN_PRESIDENT;Presidente;;;;;;;;;;;;;x  
EL_ULTIMO_TESTAMENTO;the Last Testament;;;;;;;;;;;;;x  
GOD_AGUILA;el Águila;;;;;;;;;;;;;x  
GOD_SANTO_NINO;el Santo Niño;;;;;;;;;;;;;x  
GOD_CHUYITO;Chuyito;;;;;;;;;;;;;x  
GOD_PANCHO_VILLA;el Centauro;;;;;;;;;;;;;x  
MATERIA;Materia;;;;;;;;;;;;;x  
THE_SCRIPTURES;The Sagradas Escrituras;;;;;;;;;;;;;x  
ILUSTRACION;Ilustración;;;;;;;;;;;;;x  
GOD_EL_ALTISIMO;el Altísimo;;;;;;;;;;;;;x  
GOD_MADERO;el Apóstol;;;;;;;;;;;;;x  
GOD_JUAREZ;Bejota;;;;;;;;;;;;;x  
GOD_PADRE_CELESTIAL;Padre Celestial;;;;;;;;;;;;;x  
GOD_CURICAUERI;Curicaueri;;;;;;;;;;;;;x  
GOD_ONORUAME;Onoruame;;;;;;;;;;;;;x  
  
Holy_Order_cristo_rey;Cristeros;;;;;;;;;;;;;x  
Holy_Order_Mictlantec;the Guides of Xolotl;;;;;;;;;;;;;x  
Holy_Order_Sol_Invicta;the Lightbringers;;;;;;;;;;;;;x  
Holy_Order_Fidencista;la Brigada Roja;;;;;;;;;;;;;x  
  
d_dead_sun;;;;;;;;;;;;;x  
d_lightbringers;Los Cuerudos;;;;;;;;;;;;;x  
d_cristeros;Order of the Cristeros;;;;;;;;;;;;;x
d_morazan;Morazan;;;;;;;;;;;;;x   
  
DYN10_DESC;With a score of $SCORE$ you$FAILED$ beat House Nájera , Jefes Máximos of Mexico. Julián accomplished something few ever have, restoring most of the borders of a pre-Event nation and gaining recognition as a true continuation of that ancient land. For a time, they nearly ruled the entirety of Old Mexican territory. Nearly all of this was lost over the centuries, but they maintained control of the ancient capital, and stubbornly keep the memory of Mexico alive.;;;;;;;;;;;;;x 

###########Events###########  
  
MHR.1;I will stand for election;;;;;;;;;;;;;x
EVTTOOLTIPMHR.1;Reorganize the Lamanita Faith.;;;;;;;;;x  
EVTDESCMHR1;It is finally done our goal prophesied so long ago by the founder of the Latter Day Saints has come to pass and we have carved out a mighty nation for the lamanite people and restored our selves in the sight of the Godhead formalizing our faith from a gathering of the dissipated to a great church filled with might temples and diligent missionaries to continue to spread the faith to all of the peoples of America.;;;;;;;;;x 
EVTTITLE1;Formalization of the Lamanita Faithful;;;;;;;;;x  
EVTOPTAMHR1;We have bloomed like a rose!;;;;;;;;;x    
EVTTITLE_MHR.3;Formalization of the Lamanita Faithful;;;;;;;;;x    
EVTDESC_MHR.3;Interesting news has come out of the lands of Central America. With a people claiming to be an ancient people called the lamanites supposedly to have restored themselves in the eyes of God and have been rewarded with a mighty empire of their own. Even now tails of their great temple cities spread like wildfire throughout the lands of the south and their missionaries travel far and wide wishing to bring under their banner. Only time will tell if this empire will truly bloom like a rose or walk into obscurity like so many others.;;;;;;;;;x  
EVTOPTA_MHR.3;Finally our lamanite brothers have fulfilled their destiny.;;;;;;;;;x 
EVTOPTB_MHR.3;On the final day many will cry ‘Lord Lord have we not prophesied in your name’ we shall see if these heretics shall also be cast into the fire.;;;;;;;;;x 
EVTOPTC_MHR.3;More strange men with strange robes we shall prove our gods are stronger, as we always have.;;;;;;;;;x
EVTOPTD_sacredheart_1;To San Charbel the patron of the sick and needy I focus my attention.;;;;;;;;;x 
EVTOPTE_sacredheart_1;I look to San Juditas the patron saint of lost causes.;;;;;;;;;x 
  
###########Traits###########  
  
born_in_the_purple;Porfirogénito;;;;;;;;;x  
born_in_the_purple_desc;[Root.GetBornInPurpleDesc];;;;;;;;;x  
  
marian_el_santo;El Santo;;;;;;;;;;;;;x  
marian_el_santo_desc;This Sagrado Corazón adherent has a devotion to El Santo, a heroic figure from the late days of the antediluvian world. Founder of the ancient tradition of Lucha Libre, he is known as one of the greatest warriors of all time - and one who never shed the blood of his enemies.;;;;;;;;;;;;;x 
marian_santa_muerte;Santa Muerte;;;;;;;;;;;;;x  
"marian_santa_muerte_desc;This follower of the Sagrado Corazón is a "Muerteño" - one of those devoted to la Santa Muerte, the Holy Death.;;;;;;;;;;;;;x
marian_guadalupe;Our Lady of Guadalupe;;;;Nuestra Señora de Guadalupe;;;;;;;;;x  
marian_guadalupe_desc;This disciple of the Sagrado Corazón has a devotion to the patroness and mother of all Mexico, Our Lady of Guadalupe, who has been the most popular figure in the pantheon of el Sagrado Corazón since ancient times.;;;;;;;;;;;;;x 
marian_san_charbel;San Charbel;;;;San Charbel;;;;;;;;;x  
marian_san_charbel_desc;Among the most popular saints among the sagrado faithful San Charbel was a monk and a hermit of the faith from a land far across the sea whose countrymen brought the veneration of the saint to the land of mexico. Charbel was known even after death to have remained incorruptible and he is called upon by devotees to intercede on behalf of the sick and chapels dedicated to him are seeen throughput the land.;;;;;;;;;;;;;x 
marian_san_juditas;San Juditas;;;;San Juditas;;;;;;;;;x  
marian_san_juditas_desc;St. Jude the patron saint of lost causes, also known as San Judas Tadeo or San Juditas to his devotees, is one of the most popular saints to the sagrado faithful and is one of the original 12 apostles of Christ. Though beloved by all social classes San Juditas has a huge following among the poor to whom he is seen as a powerful protector and benefactor as well as a direct intercessor to Jesus Christ himself in his prayers .;;;;;;;;;;;;;x 
  
iluminador;Illuminator;;;;;;;;;;;;;x  
iluminador_desc;Sometimes the dark ignorance of the world can be illuminated through instruction - other times it must come at the point of the sword;;;;;;;;;;;;;x  
  
pastoral;Pastoral;;;;;;;;;;;;;x  
pastoral_desc;This character believes in a more personal, decentralized faith based on scripture alone, with roots in missionary work.;;;;;;;;;;;;;x 
parroquial;Parroquial;;;;;;;;;;;;;x  
parroquial_desc;This character believes in the authority of the church hierarchy and in ancient traditions from Catholic heritage, like the veneration of Saints.;;;;;;;;;;;;;x
 
born_in_the_caul;Born in the Caul;;;;;;;;;;;;;x  
